,Quarter,Tm,Detail,SFO,RAM
0,1.0,49ers,Bruce Gossett 24 yard field goal,3,0
1,2.0,Rams,Harold Jackson 25 yard pass from John Hadl (David Ray kick),3,7
2,2.0,49ers,Bruce Gossett 17 yard field goal,6,7
3,2.0,Rams,David Ray 37 yard field goal,6,10
4,2.0,Rams,Harold Jackson 22 yard pass from John Hadl (David Ray kick),6,17
5,3.0,Rams,Jim Bertelsen 5 yard rush (David Ray kick),6,24
6,4.0,Rams,Harold Jackson 57 yard pass from John Hadl (David Ray kick),6,31
7,4.0,49ers,Vic Washington 1 yard rush (Bruce Gossett kick),13,31
