,Quarter,Tm,Detail,CRD,CHI
0,2.0,Bears,Duke Hanny 60 yard pass from Paddy Driscoll (Paddy Driscoll kick),0,7
1,2.0,Bears,Paddy Driscoll unknown yard field goal,0,10
