,Quarter,Tm,Detail,DET,RAM
0,1.0,Rams,Nolan Cromwell 80 yard interception return (Mike Lansford kick),0,7
1,1.0,Rams,Eric Dickerson 1 yard rush (Mike Lansford kick),0,14
2,4.0,Lions,Eddie Murray 47 yard field goal,3,14
3,4.0,Lions,Jeff Chadwick 9 yard pass from Eric Hipple (Eddie Murray kick),10,14
