,Quarter,Tm,Detail,PIT,CLE
0,1.0,Browns,Gary Collins 23 yard pass from Frank Ryan (Lou Groza kick),0,7
1,1.0,Browns,Gary Collins 14 yard pass from Frank Ryan (Lou Groza kick),0,14
2,2.0,Browns,Leroy Kelly 2 yard rush (Lou Groza kick),0,21
3,3.0,Steelers,Roy Jefferson 23 yard pass from George Izo (Mike Clark kick),7,21
4,3.0,Steelers,Mike Clark 16 yard field goal,10,21
5,4.0,Browns,Leroy Kelly 10 yard rush,10,27
6,4.0,Browns,Paul Warfield 3 yard offensive fumble return (Lou Groza kick),10,34
7,4.0,Browns,Ralph Smith 24 yard pass from Jim Ninowski (Lou Groza kick),10,41
