,Quarter,Tm,Detail,CLE,PIT
0,1.0,Steelers,John Stallworth 9 yard pass from Terry Bradshaw (David Trout kick),0,7
1,2.0,Steelers,David Trout 19 yard field goal,0,10
2,2.0,Browns,Ozzie Newsome 29 yard pass from Brian Sipe (Matt Bahr kick),7,10
3,4.0,Steelers,David Trout 23 yard field goal,7,13
