,Quarter,Tm,Detail,WAS,PHI
0,1.0,Redskins,Chip Lohmiller 34 yard field goal,3,0
1,2.0,Redskins,Earnest Byner 1 yard rush (Chip Lohmiller kick),10,0
2,2.0,Eagles,Steve DeLine 49 yard field goal,10,3
