,Quarter,Tm,Detail,NYG,PHI
0,1.0,Giants,Joe Danelo 50 yard field goal,3,0
1,1.0,Eagles,Wilbert Montgomery 3 yard pass from Ron Jaworski (Tony Franklin kick),3,7
2,2.0,Eagles,Harold Carmichael 22 yard pass from Ron Jaworski (Tony Franklin kick),3,14
3,2.0,Eagles,Leroy Harris 2 yard rush (Tony Franklin kick),3,21
4,3.0,Eagles,Charlie Smith 12 yard pass from Ron Jaworski (Tony Franklin kick),3,28
5,4.0,Eagles,Wilbert Montgomery 1 yard rush (Tony Franklin kick),3,35
