,Quarter,Tm,Detail,PIT,PHI
0,3.0,Eagles,Ted Wegert 29 yard rush (Dick Bielski kick),0,7
1,3.0,Eagles,Pete Pihos 10 yard pass from Adrian Burk (Dick Bielski kick),0,14
2,4.0,Eagles,Ted Wegert 2 yard rush (Dick Bielski kick),0,21
3,4.0,Eagles,Dick Bielski 50 yard field goal,0,24
