,Quarter,Tm,Detail,RAM,GNB
0,1.0,Rams,Jack Snow 25 yard pass from Roman Gabriel (David Ray kick),7,0
1,1.0,Rams,Roman Gabriel 1 yard rush (David Ray kick),14,0
2,2.0,Packers,Travis Williams 55 yard pass from Bart Starr (Dale Livingston kick),14,7
3,4.0,Packers,John Hilton 18 yard pass from Bart Starr (Dale Livingston kick),14,14
4,4.0,Rams,Larry Smith 6 yard rush (David Ray kick),21,14
5,4.0,Packers,Travis Williams 1 yard rush (Dale Livingston kick),21,21
6,4.0,Rams,David Ray 36 yard field goal,24,21
7,4.0,Rams,Clancy Williams 65 yard interception return (David Ray kick),31,21
