,Quarter,Tm,Detail,WAS,NYG
0,1.0,Giants,Bob McChesney 36 yard pass from Travis Tidwell (Ray Poole kick),0,7
1,2.0,Redskins,Charlie Justice 8 yard pass from Sammy Baugh (Bill Dudley kick),7,7
2,3.0,Giants,Travis Tidwell 1 yard rush (Ray Poole kick),7,14
3,3.0,Redskins,Rob Goode 1 yard rush (Bill Dudley kick),14,14
4,3.0,Redskins,Chuck Drazenovich 8 yard rush (Bill Dudley kick),21,14
5,4.0,Giants,Bill Swiacki 26 yard pass from Charlie Conerly (Ray Poole kick),21,21
6,4.0,Giants,Ray Poole 40 yard field goal,21,24
