,Quarter,Tm,Detail,NYG,STL
0,1.0,Cardinals,John David Crow 26 yard pass from John Roach (Bobby Joe Conrad kick),0,7
1,2.0,Giants,Joe Morrison 51 yard pass from George Shaw (Pat Summerall kick),7,7
2,2.0,Giants,Joe Morrison 6 yard pass from George Shaw (Pat Summerall kick),14,7
3,3.0,Giants,Kyle Rote 17 yard pass from George Shaw (Pat Summerall kick),21,7
4,4.0,Cardinals,King Hill 1 yard rush (Bobby Joe Conrad kick),21,14
5,4.0,Giants,Mel Triplett 33 yard rush (Pat Summerall kick),28,14
6,4.0,Giants,Kyle Rote 10 yard pass from George Shaw (Pat Summerall kick),35,14
