,Quarter,Tm,Detail,PIT,CLE
0,1,Browns,Lou Groza 34 yard field goal,0,3
1,2,Browns,Ray Renfro 49 yard pass from Tommy O'Connell (Lou Groza kick),0,10
2,3,Browns,Preston Carpenter 13 yard pass from Tommy O'Connell (Lou Groza kick),0,17
3,4,Browns,Don Paul 89 yard fumble return (Lou Groza kick),0,24
