,Quarter,Tm,Detail,GNB,CHI
0,1.0,Bears,Willie Gault 35 yard pass from Jim McMahon (Bob Thomas kick),0,7
1,1.0,Packers,Lynn Dickey 1 yard rush (Jan Stenerud kick),7,7
2,2.0,Packers,James Lofton 31 yard pass from Lynn Dickey (Jan Stenerud kick),14,7
3,3.0,Bears,Dennis McKinnon 22 yard pass from Jim McMahon (Bob Thomas kick),14,14
4,4.0,Bears,Jim McMahon 6 yard rush (run failed),14,20
5,4.0,Packers,Paul Coffman 5 yard pass from Lynn Dickey (Jan Stenerud kick),21,20
6,4.0,Bears,Bob Thomas 22 yard field goal,21,23
