,Quarter,Tm,Detail,GNB,CHI
0,1.0,Packers,Joe Laws 72 yard punt return (Ernie Smith kick),7,0
1,1.0,Bears,Bob Swisher 57 yard rush (Jack Manders kick),7,7
2,1.0,Packers,Milt Gantenbein 32 yard pass from Cecil Isbell,13,7
3,2.0,Bears,Bill Osmanski 19 yard pass from Sid Luckman (Jack Manders kick),13,14
4,2.0,Bears,Bob Snyder 27 yard field goal,13,17
5,2.0,Packers,Ed Jankowski 29 yard pass from Cecil Isbell (Tiny Engebretsen kick),20,17
6,3.0,Bears,Dick Plasman 8 yard pass from Bernie Masterson,20,23
7,4.0,Packers,Don Hutson 20 yard pass from Arnie Herber (Tiny Engebretsen kick),27,23
8,4.0,Bears,Bill Osmanski 3 yard rush (Jack Manders kick),27,30
