,Quarter,Tm,Detail,DET,CHI
0,1.0,Bears,George Blanda 37 yard field goal,0,3
1,2.0,Lions,Bill Bowman 18 yard pass from Harry Gilmer (Jim Martin kick),7,3
2,2.0,Bears,Rick Casares 68 yard rush (George Blanda kick),7,10
3,2.0,Bears,J.C. Caroline 9 yard rush (George Blanda kick),7,17
4,3.0,Lions,Leon Hart 1 yard rush (Jim Martin kick),14,17
5,3.0,Bears,Harlon Hill 44 yard pass from Ed Brown (George Blanda kick),14,24
6,4.0,Bears,Bobby Watkins 7 yard rush (George Blanda kick),14,31
7,4.0,Bears,Joe Fortunato 27 yard interception return (George Blanda kick),14,38
8,4.0,Lions,Dorne Dibble 9 yard pass from Harry Gilmer (Jim Martin kick),21,38
