,Quarter,Tm,Detail,PIT,CLE
0,1.0,Steelers,Mike Clark 43 yard field goal,3,0
1,2.0,Browns,Paul Warfield 17 yard pass from Frank Ryan (Lou Groza kick),3,7
2,3.0,Browns,Ralph Smith 49 yard pass from Frank Ryan (Lou Groza kick),3,14
3,3.0,Steelers,Dick Hoak 8 yard pass from Kent Nix (Mike Clark kick),10,14
4,3.0,Browns,Ernie Green 15 yard pass from Frank Ryan (Lou Groza kick),10,21
