,Quarter,Tm,Detail,GNB,CHI
0,1.0,Bears,Kevin Butler 36 yard field goal,0,3
1,1.0,Packers,Chris Jacke 39 yard field goal,3,3
2,1.0,Packers,Sterling Sharpe 49 yard pass from Brett Favre (Chris Jacke kick),10,3
3,4.0,Packers,Brett Favre 5 yard rush (Chris Jacke kick),17,3
