,Quarter,Tm,Detail,ATL,RAM
0,1.0,Rams,John Cappelletti 25 yard pass from Pat Haden,0,6
1,1.0,Rams,Rafael Septien 36 yard field goal,0,9
2,3.0,Rams,Pat Haden 13 yard rush (Rafael Septien kick),0,16
3,4.0,Rams,Rod Phillips 2 yard rush (Rafael Septien kick),0,23
4,4.0,Falcons,Alfred Jenkins 73 yard pass from Steve Bartkowski (Fred Steinfort kick),7,23
