,Quarter,Tm,Detail,GNB,NYG
0,1.0,Packers,Clarke Hinkle 19 yard field goal,3,0
1,1.0,Giants,Ken Strong 18 yard field goal,3,3
2,3.0,Giants,Harry Newman 12 yard rush (Ken Strong kick),3,10
3,3.0,Giants,Harry Newman 1 yard rush (Ken Strong kick),3,17
