,Quarter,Tm,Detail,NYG,WAS
0,1.0,Giants,Eddie Price 7 yard rush (Ray Poole kick),7,0
1,1.0,Giants,Bill Stribling 11 yard pass from Charlie Conerly (Ray Poole kick),14,0
2,2.0,Redskins,Chuck Drazenovich 1 yard rush (Bill Dudley kick),14,7
3,2.0,Giants,Charlie Conerly 1 yard rush (Ray Poole kick),21,7
4,3.0,Giants,Bob McChesney 21 yard pass from Charlie Conerly (Ray Poole kick),28,7
5,4.0,Redskins,Hugh Taylor 15 yard pass from Harry Gilmer (Bill Dudley kick),28,14
6,4.0,Giants,Kelley Mote 12 yard pass from Charlie Conerly (Ray Poole kick),35,14
