,Quarter,Tm,Detail,GNB,CHI
0,1.0,Bears,Jim Dooley 40 yard pass from George Blanda (George Blanda kick),0,7
1,2.0,Bears,Chick Jagade 2 yard rush (George Blanda kick),0,14
2,2.0,Packers,Max McGee 4 yard pass from Tobin Rote (Fred Cone kick),7,14
3,2.0,Packers,Veryl Switzer 93 yard punt return,13,14
4,3.0,Packers,Fred Cone 30 yard field goal,16,14
5,4.0,Packers,Max McGee 37 yard pass from Tobin Rote (Fred Cone kick),23,14
6,4.0,Bears,Wayne Hansen 35 yard fumble return (George Blanda kick),23,21
7,4.0,Bears,John Hoffman 7 yard pass from George Blanda (George Blanda kick),23,28
