,Quarter,Tm,Detail,DET,CHI
0,1.0,Bears,Roger LeClerc 12 yard field goal,0,3
1,2.0,Lions,Jim Gibbons 4 yard pass from Jim Ninowski (Jim Martin kick),7,3
2,2.0,Lions,"Safety, Galimore tackled in end zone by Lowe",9,3
3,2.0,Bears,Roger LeClerc 30 yard field goal,9,6
4,3.0,Bears,Roger LeClerc 12 yard field goal,9,9
5,3.0,Bears,Roger LeClerc 32 yard field goal,9,12
6,4.0,Bears,Roger LeClerc 15 yard field goal,9,15
7,4.0,Lions,Terry Barr 5 yard pass from Earl Morrall (Jim Martin kick),16,15
