,Quarter,Time,Tm,Detail,OAK,DEN
0,1.0,11:32,Broncos,Terrell Davis 5 yard rush (Jason Elam kick),0,7
1,1.0,2:06,Raiders,Brett Conway 19 yard field goal,3,7
2,2.0,2:55,Raiders,Zack Crockett 1 yard rush (Brett Conway kick),10,7
3,3.0,6:00,Broncos,Ian Gold 12 yard blocked punt return (Jason Elam kick),10,14
4,3.0,13:07,Broncos,Byron Chamberlain 11 yard pass from Brian Griese (Jason Elam kick),10,21
5,4.0,13:03,Broncos,Jason Elam 23 yard field goal,10,24
6,4.0,6:30,Raiders,Zack Crockett 1 yard rush (Brett Conway kick),17,24
7,4.0,1:06,Raiders,Tim Brown 22 yard pass from Rich Gannon (Brett Conway kick),24,24
8,4.0,0:00,Broncos,Jason Elam 41 yard field goal,24,27
