,Quarter,Tm,Detail,GNB,DET
0,2.0,Lions,Wayne Walker 27 yard field goal,0,3
1,2.0,Packers,Elijah Pitts 3 yard rush,6,3
2,2.0,Lions,Wayne Walker 37 yard field goal,6,6
3,4.0,Packers,Ron Kramer 7 yard pass from Bart Starr (Jerry Kramer kick),13,6
4,4.0,Lions,Nick Pietrosante 1 yard rush (Wayne Walker kick),13,13
