,Quarter,Tm,Detail,DET,GNB
0,1.0,Lions,Bob Bell 25 yard defensive fumble return (Errol Mann kick),7,0
1,1.0,Packers,Dave Hampton 2 yard rush (Lou Michaels kick),7,7
2,2.0,Packers,Scott Hunter 2 yard rush (Lou Michaels kick),7,14
3,2.0,Lions,Charlie Sanders 49 yard pass from Greg Landry (Errol Mann kick),14,14
