,Quarter,Tm,Detail,DET,CHI
0,1.0,Bears,Roger LeClerc 20 yard field goal,0,3
1,2.0,Lions,Larry Vargo 42 yard interception return (Wayne Walker kick),7,3
2,3.0,Bears,Johnny Morris 51 yard pass from Billy Wade (Bob Jencks kick),7,10
3,3.0,Bears,Mike Ditka 22 yard pass from Billy Wade (Bob Jencks kick),7,17
4,4.0,Lions,Terry Barr 4 yard pass from Earl Morrall (Wayne Walker kick),14,17
5,4.0,Bears,Dave Whitsell 39 yard interception return (Bob Jencks kick),14,24
