,Quarter,Tm,Detail,NYG,DAL
0,1.0,Giants,Joe Danelo 19 yard field goal,3,0
1,2.0,Cowboys,Efren Herrera 22 yard field goal,3,3
2,4.0,Cowboys,Efren Herrera 30 yard field goal,3,6
3,4.0,Cowboys,Efren Herrera 20 yard field goal,3,9
