,Quarter,Tm,Detail,RAM,ATL
0,1.0,Falcons,Bill Bell 41 yard field goal,0,3
1,1.0,Falcons,Ken Burrow 38 yard pass from Bob Berry (Bill Bell kick),0,10
2,2.0,Falcons,Dave Hampton 56 yard rush (Bill Bell kick),0,17
3,3.0,Rams,David Ray 22 yard field goal,3,17
4,3.0,Falcons,Tommy Nobis 29 yard interception return (Bill Bell kick),3,24
5,4.0,Falcons,Dave Hampton 1 yard rush (Bill Bell kick),3,31
