,Quarter,Tm,Detail,PHI,PIT
0,1.0,Steelers,Bobby Layne 17 yard field goal,0,3
1,2.0,Steelers,Buddy Dial 12 yard pass from Bobby Layne (Bobby Layne kick),0,10
2,3.0,Steelers,Jimmy Orr 19 yard pass from Bobby Layne (Bobby Layne kick),0,17
3,4.0,Steelers,Tom Tracy 23 yard pass from Bobby Layne (Bobby Layne kick),0,24
4,4.0,Steelers,Gern Nagler 2 yard pass from Bobby Layne (Bobby Layne kick),0,31
