,Quarter,Tm,Detail,STL,CLE
0,2.0,Browns,Gary Collins 12 yard pass from Frank Ryan (Lou Groza kick),0,7
1,3.0,Browns,Jim Brown 3 yard rush (Lou Groza kick),0,14
2,3.0,Browns,Jim Brown 4 yard rush (Lou Groza kick),0,21
3,3.0,Browns,Lou Groza 24 yard field goal,0,24
4,4.0,Cardinals,Prentice Gautt 1 yard rush (Gerry Perry kick),7,24
5,4.0,Browns,Jim Brown 16 yard rush (Lou Groza kick),7,31
6,4.0,Cardinals,Mal Hammack 23 yard rush (Gerry Perry kick),14,31
7,4.0,Browns,Jim Brown 7 yard rush (Lou Groza kick),14,38
