,Quarter,Tm,Detail,WAS,STL
0,2.0,Cardinals,Prentice Gautt 3 yard rush (Jim Bakken kick),0,7
1,1.0,Redskins,Bob Jencks 17 yard field goal,3,7
2,2.0,Cardinals,Jim Bakken 27 yard field goal,3,10
3,2.0,Redskins,Bobby Mitchell 53 yard pass from Sonny Jurgensen (Bob Jencks kick),10,10
4,3.0,Redskins,Charley Taylor 14 yard pass from Sonny Jurgensen (Bob Jencks kick),17,10
5,4.0,Cardinals,Jim Bakken 23 yard field goal,17,13
6,4.0,Redskins,Jerry Smith 1 yard pass from Sonny Jurgensen (Bob Jencks kick),24,13
7,4.0,Cardinals,Bill Triplett 2 yard rush (Jim Bakken kick),24,20
