,Quarter,Tm,Detail,PHI,NYG
0,2.0,Giants,Ben Agajanian 26 yard field goal,0,3
1,2.0,Giants,Ben Agajanian 26 yard field goal,0,6
2,3.0,Giants,Frank Gifford 5 yard rush (Ben Agajanian kick),0,13
