,Quarter,Tm,Detail,RAM,SFO
0,1.0,Rams,Lindon Crow 65 yard interception return (Danny Villanueva kick),7,0
1,2.0,Rams,Jon Arnett 3 yard rush (Danny Villanueva kick),14,0
2,2.0,Rams,Duane Allen 36 yard pass from Zeke Bratkowski (Danny Villanueva kick),21,0
3,2.0,49ers,Clyde Conner 14 yard pass from John Brodie (Tommy Davis kick),21,7
4,4.0,49ers,Jimmy Johnson 10 yard pass from John Brodie (Tommy Davis kick),21,14
5,4.0,Rams,Jon Arnett 2 yard rush (Danny Villanueva kick),28,14
