,Quarter,Tm,Detail,GNB,MIN
0,1.0,Vikings,John Gilliam 18 yard pass from Fran Tarkenton (Fred Cox kick),0,7
1,1.0,Vikings,Chuck Foreman 32 yard pass from Fran Tarkenton (Fred Cox kick),0,14
2,1.0,Packers,Joe Danelo 22 yard field goal,3,14
3,2.0,Vikings,John Gilliam 37 yard pass from Fran Tarkenton (Fred Cox kick),3,21
4,2.0,Vikings,Fred Cox 37 yard field goal,3,24
