,Quarter,Tm,Detail,WAS,PHI
0,1.0,Eagles,Norm Snead 1 yard rush (Sam Baker kick),0,7
1,2.0,Redskins,Dan Lewis 5 yard pass from Sonny Jurgensen (Bob Jencks kick),7,7
2,3.0,Redskins,Pat Richter 25 yard pass from Sonny Jurgensen (Bob Jencks kick),14,7
3,3.0,Eagles,Timmy Brown 4 yard rush (Sam Baker kick),14,14
4,4.0,Eagles,Earl Gros 1 yard rush (Sam Baker kick),14,21
