,Quarter,Tm,Detail,WAS,PHI
0,1.0,Redskins,Bob Khayat 12 yard field goal,3,0
1,2.0,Eagles,Bobby Walston 27 yard field goal,3,3
2,3.0,Eagles,Tommy McDonald 10 yard pass from Norm Van Brocklin,3,9
3,3.0,Redskins,Bill Anderson 11 yard pass from Ralph Guglielmi (Bob Khayat kick),10,9
4,4.0,Redskins,Bob Khayat 17 yard field goal,13,9
5,4.0,Eagles,Bobby Walston 28 yard pass from Norm Van Brocklin (Bobby Walston kick),13,16
6,4.0,Eagles,Bobby Walston 10 yard field goal,13,19
