,Quarter,Tm,Detail,PHI,NYG
0,1.0,Eagles,Roy Zimmerman 22 yard field goal,3,0
1,1.0,Giants,Frank Liebel 63 yard fumble return (Ken Strong kick),3,7
2,2.0,Giants,Ken Strong 26 yard field goal,3,10
3,2.0,Giants,Bill Paschal 68 yard rush (Ward Cuff kick),3,17
4,2.0,Eagles,Steve Van Buren 6 yard rush (Roy Zimmerman kick),10,17
5,3.0,Eagles,Roy Zimmerman 15 yard pass from Roy Zimmerman (Roy Zimmerman kick),17,17
6,4.0,Eagles,Roy Zimmerman 1 yard rush (Roy Zimmerman kick),24,17
