,Quarter,Tm,Detail,SFO,MIN
0,1.0,49ers,Lloyd Winston 4 yard rush (Tommy Davis kick),7,0
1,2.0,Vikings,Ray Poage 57 yard pass from Fran Tarkenton (Fred Cox kick),7,7
2,2.0,49ers,Abe Woodson 95 yard kickoff return (Tommy Davis kick),14,7
3,2.0,Vikings,Ray Poage 67 yard pass from Fran Tarkenton (Fred Cox kick),14,14
4,2.0,Vikings,Bill Butler 60 yard punt return (Fred Cox kick),14,21
5,2.0,Vikings,Bill Brown 14 yard pass from Fran Tarkenton (Fred Cox kick),14,28
6,3.0,Vikings,Tommy Mason 4 yard rush (Fred Cox kick),14,35
7,4.0,Vikings,Fred Cox 23 yard field goal,14,38
8,4.0,Vikings,Jim Marshall 12 yard defensive fumble return (Fred Cox kick),14,45
