,Quarter,Tm,Detail,NYG,PHI
0,1.0,Giants,Leon McQuay 2 yard rush (Pete Gogolak kick),7,0
1,2.0,Eagles,Tom Sullivan 1 yard rush (Tom Dempsey kick),7,7
2,2.0,Eagles,Don Zimmerman 4 yard pass from Roman Gabriel (Tom Dempsey kick),7,14
3,3.0,Eagles,Harold Carmichael 5 yard pass from Roman Gabriel (Tom Dempsey kick),7,21
4,3.0,Eagles,Tom Sullivan 1 yard rush (Tom Dempsey kick),7,28
5,4.0,Eagles,Tom Sullivan 1 yard rush (Tom Dempsey kick),7,35
