,Quarter,Tm,Detail,NYG,PHI
0,3,Eagles,Paul McFadden 41 yard field goal,0,3
1,3,Giants,Jess Atkinson 49 yard field goal,3,3
2,3,Giants,Mark Bavaro 26 yard pass from Phil Simms (Jess Atkinson kick),10,3
3,4,Eagles,Herm Edwards 3 yard interception return (Paul McFadden kick),10,10
4,OT,Giants,Elvis Patterson 29 yard interception return,16,10
