,Quarter,Time,Tm,Detail,GNB,CHI
0,1.0,4:26,Packers,Greg Jennings 7 yard pass from Aaron Rodgers (Mason Crosby kick),7,0
1,2.0,4:41,Packers,Mason Crosby 38 yard field goal,10,0
2,2.0,0:26,Bears,Greg Olsen 9 yard pass from Jay Cutler (Robbie Gould kick),10,7
3,4.0,14:39,Bears,Devin Hester 62 yard punt return (Robbie Gould kick),10,14
4,4.0,6:52,Packers,Aaron Rodgers 3 yard rush (Mason Crosby kick),17,14
5,4.0,3:59,Bears,Robbie Gould 25 yard field goal,17,17
6,4.0,0:04,Bears,Robbie Gould 19 yard field goal,17,20
