,Quarter,Tm,Detail,SFO,RAM
0,3.0,Rams,Danny Villanueva 10 yard field goal,0,3
1,3.0,49ers,Billy Kilmer 7 yard rush (Tommy Davis kick),7,3
2,4.0,Rams,Zeke Bratkowski 1 yard rush (Danny Villanueva kick),7,10
3,4.0,Rams,Joe Marconi 1 yard rush (Danny Villanueva kick),7,17
