,Quarter,Tm,Detail,NYG,PHI
0,1.0,Giants,Bill Paschal 1 yard rush (Ken Strong kick),7,0
1,1.0,Eagles,Steve Van Buren 97 yard kickoff return (Roy Zimmerman kick),7,7
2,2.0,Eagles,Mel Bleeker 9 yard pass from Roy Zimmerman (Roy Zimmerman kick),7,14
3,3.0,Eagles,Mel Bleeker 48 yard pass from Roy Zimmerman (Roy Zimmerman kick),7,21
4,4.0,Giants,Howie Livingston 12 yard pass from Arnie Herber (Ken Strong kick),14,21
5,4.0,Giants,Frank Liebel 58 yard pass from Arnie Herber (Ken Strong kick),21,21
