,Quarter,Tm,Detail,BUF,NYJ
0,1.0,Bills,Jim Braxton 11 yard pass from Joe Ferguson (John Leypoldt kick),7,0
1,1.0,Jets,Pat Leahy 42 yard field goal,7,3
2,2.0,Jets,Pat Leahy 41 yard field goal,7,6
3,2.0,Jets,Pat Leahy 31 yard field goal,7,9
4,2.0,Jets,Emerson Boozer 16 yard pass from Joe Namath (Pat Leahy kick),7,16
5,3.0,Jets,Eddie Bell 31 yard pass from Joe Namath (Pat Leahy kick),7,23
6,3.0,Bills,John Leypoldt 40 yard field goal,10,23
7,3.0,Bills,J.D. Hill 28 yard pass from Joe Ferguson (John Leypoldt kick),17,23
8,4.0,Bills,O.J. Simpson 64 yard pass from Joe Ferguson (John Leypoldt kick),24,23
