,Quarter,Tm,Detail,PHI,NYG
0,1.0,Giants,George Hunt 34 yard field goal,0,3
1,2.0,Eagles,Charlie Smith 15 yard pass from Roman Gabriel (Horst Muhlmann kick),7,3
2,3.0,Eagles,Horst Muhlmann 22 yard field goal,10,3
3,4.0,Giants,Doug Kotar 3 yard rush (George Hunt kick),10,10
4,4.0,Eagles,Horst Muhlmann 30 yard field goal,13,10
