,Quarter,Tm,Detail,DET,GNB
0,2.0,Lions,Benny Ricardo 33 yard field goal,3,0
1,2.0,Lions,Walt Williams 36 yard interception return,9,0
2,2.0,Packers,David Whitehurst 1 yard rush (Chester Marcol kick),9,7
3,2.0,Packers,Chester Marcol 32 yard field goal,9,10
4,3.0,Packers,Paul Coffman 13 yard pass from David Whitehurst (Chester Marcol kick),9,17
5,3.0,Lions,Leonard Thompson 38 yard pass from Jeff Komlo (Benny Ricardo kick),16,17
6,4.0,Packers,Walter Landers 55 yard pass from David Whitehurst (Chester Marcol kick),16,24
