,Quarter,Tm,Detail,DET,RAM
0,2.0,Lions,Jim Martin 37 yard field goal,3,0
1,2.0,Rams,Ollie Matson 1 yard rush (Jack Morris kick),3,7
2,2.0,Lions,Ken Webb 1 yard rush (Gerry Perry kick),10,7
3,4.0,Lions,Dan Lewis 4 yard rush (Gerry Perry kick),17,7
