,Quarter,Tm,Detail,CHI,GNB
0,1.0,Bears,Wilford White 30 yard field goal,3,0
1,2.0,Packers,Tobin Rote 5 yard rush (Fred Cone kick),3,7
2,3.0,Bears,John Dottley 25 yard pass from Bob Williams (George Blanda kick),10,7
3,4.0,Bears,Gene Schroeder 16 yard pass from Bob Williams (George Blanda kick),17,7
4,4.0,Bears,John Dottley 44 yard rush (George Blanda kick),24,7
5,4.0,Packers,Billy Howton 39 yard pass from Tobin Rote (Fred Cone kick),24,14
