,Quarter,Tm,Detail,NYG,PHI
0,1.0,Giants,Ron Johnson 16 yard pass from Norm Snead (Pete Gogolak kick),7,0
1,1.0,Eagles,Tom Dempsey 27 yard field goal,7,3
2,2.0,Giants,Ron Johnson 5 yard rush (Pete Gogolak kick),14,3
3,2.0,Eagles,Tom Dempsey 15 yard field goal,14,6
4,2.0,Giants,Ron Johnson 9 yard pass from Norm Snead (Pete Gogolak kick),21,6
5,3.0,Eagles,Po James 5 yard pass from John Reaves,21,12
6,4.0,Giants,Ron Johnson 15 yard pass from Norm Snead,27,12
