,Quarter,Tm,Detail,BUF,MIA
0,1.0,Dolphins,Jim Kiick 4 yard rush (Garo Yepremian kick),0,7
1,1.0,Dolphins,Howard Twilley 21 yard pass from Bob Griese (Garo Yepremian kick),0,14
2,1.0,Dolphins,Larry Csonka 2 yard rush (Garo Yepremian kick),0,21
3,2.0,Dolphins,Jim Kiick 2 yard rush (Garo Yepremian kick),0,28
4,2.0,Dolphins,Garo Yepremian 43 yard field goal,0,31
5,3.0,Dolphins,Jim Kiick 2 yard rush (Garo Yepremian kick),0,38
6,4.0,Dolphins,Stan Mitchell 36 yard pass from John Stofa (Garo Yepremian kick),0,45
7,4.0,Bills,Willie Grate 30 yard pass from James Harris (Grant Guthrie kick),7,45
