,Quarter,Tm,Detail,DET,ATL
0,2,Falcons,Billy Ryckman 24 yard pass from Steve Bartkowski (Tim Mazzetti kick),0,7
1,4,Falcons,Bubba Bean 25 yard rush (Tim Mazzetti kick),0,14
