,Quarter,Time,Tm,Detail,GNB,DET
0,1.0,6:47,Packers,Ryan Longwell 45 yard field goal,3,0
1,2.0,14:53,Lions,Johnnie Morton 45 yard pass from Charlie Batch (Jason Hanson kick),3,7
2,2.0,9:49,Lions,David Sloan 74 yard pass from Charlie Batch (Jason Hanson kick),3,14
3,2.0,0:10,Packers,Ryan Longwell 24 yard field goal,6,14
4,4.0,14:57,Packers,"Safety, snap out of end zone",8,14
5,4.0,12:25,Packers,Dorsey Levens 2 yard rush (Ryan Longwell kick),15,14
6,4.0,10:57,Lions,Charlie Batch 1 yard rush (pass failed),15,20
7,4.0,2:46,Lions,Jason Hanson 48 yard field goal,15,23
