,Quarter,Tm,Detail,PHI,WAS
0,1.0,Redskins,Charley Taylor 1 yard rush (Bob Jencks kick),0,7
1,2.0,Redskins,Bob Jencks 28 yard field goal,0,10
2,3.0,Eagles,Earl Gros 1 yard rush (Sam Baker kick),7,10
3,4.0,Redskins,Charley Taylor 55 yard pass from Sonny Jurgensen,7,16
4,4.0,Eagles,Ray Poage 22 yard pass from Norm Snead (Sam Baker kick),14,16
5,4.0,Redskins,Bobby Mitchell 11 yard pass from Sonny Jurgensen (Bob Jencks kick),14,23
6,4.0,Eagles,Earl Gros 18 yard pass from Norm Snead (Sam Baker kick),21,23
