,Quarter,Tm,Detail,RAM,ATL
0,1.0,Rams,Mike Lansford 40 yard field goal,3,0
1,1.0,Rams,Greg Bell 1 yard rush (Mike Lansford kick),10,0
2,2.0,Rams,Mike Lansford 25 yard field goal,13,0
3,2.0,Rams,Henry Ellard 54 yard pass from Jim Everett (Mike Lansford kick),20,0
4,2.0,Rams,Buford McGee 4 yard pass from Jim Everett (Mike Lansford kick),27,0
5,3.0,Rams,Pete Holohan 21 yard pass from Jim Everett,33,0
