,Quarter,Tm,Detail,DAL,NYG
0,1.0,Giants,Paul McFadden 37 yard field goal,0,3
1,1.0,Giants,Ottis Anderson 1 yard rush (Paul McFadden kick),0,10
2,2.0,Giants,Paul McFadden 50 yard field goal,0,13
3,2.0,Giants,Stephen Baker 22 yard pass from Phil Simms (Paul McFadden kick),0,20
4,2.0,Giants,Stephen Baker 6 yard pass from Phil Simms,0,26
5,3.0,Cowboys,Steve Folsom 1 yard pass from Kevin Sweeney (Roger Ruzek kick),7,26
6,4.0,Cowboys,Michael Irvin 9 yard pass from Kevin Sweeney (Roger Ruzek kick),14,26
7,4.0,Giants,Paul McFadden 47 yard field goal,14,29
8,4.0,Cowboys,Ray Alexander 2 yard pass from Kevin Sweeney (Roger Ruzek kick),21,29
