,Quarter,Time,Tm,Detail,CAR,ATL
0,2.0,,Falcons,Morten Andersen 25 yard field goal,0,3
1,3.0,,Falcons,Morten Andersen 28 yard field goal,0,6
2,4.0,,Panthers,John Kasay 31 yard field goal,3,6
3,4.0,,Panthers,John Kasay 31 yard field goal,6,6
4,4.0,,Panthers,John Kasay 39 yard field goal,9,6
