,Quarter,Tm,Detail,DET,MIN
0,1.0,Lions,Eddie Murray 32 yard field goal,3,0
1,2.0,Vikings,Jan Stenerud 26 yard field goal,3,3
2,2.0,Vikings,Jan Stenerud 49 yard field goal,3,6
3,3.0,Vikings,Ted Brown 1 yard rush (Jan Stenerud kick),3,13
4,3.0,Lions,Joe Ferguson 1 yard rush (Eddie Murray kick),10,13
5,4.0,Lions,Eddie Murray 20 yard field goal,13,13
6,4.0,Vikings,Jan Stenerud 28 yard field goal,13,16
