,Quarter,Tm,Detail,RAM,ATL
0,1.0,Falcons,Mick Luckhurst 31 yard field goal,0,3
1,1.0,Rams,Preston Dennard 61 yard pass from Vince Ferragamo (Chuck Nelson kick),7,3
2,2.0,Rams,Eric Dickerson 1 yard rush (Chuck Nelson kick),14,3
3,2.0,Falcons,Mick Luckhurst 23 yard field goal,14,6
4,3.0,Rams,Eric Dickerson 7 yard rush (run failed),20,6
5,3.0,Rams,George Farmer 9 yard pass from Vince Ferragamo (Chuck Nelson kick),27,6
6,4.0,Rams,Chuck Nelson 27 yard field goal,30,6
7,4.0,Falcons,Gerald Riggs 1 yard rush (Mick Luckhurst kick),30,13
8,4.0,Rams,Barry Redden 40 yard rush,36,13
