,Quarter,Tm,Detail,WAS,NYG
0,1.0,Giants,George Benyola 45 yard field goal,0,3
1,1.0,Redskins,Obed Ariri 22 yard field goal,3,3
2,2.0,Redskins,Wayne Wilson 1 yard rush (Obed Ariri kick),10,3
3,2.0,Redskins,Lionel Vital 22 yard rush (Obed Ariri kick),17,3
4,2.0,Redskins,Wayne Wilson 3 yard rush (Obed Ariri kick),24,3
5,3.0,Giants,Edwin Lovelady 23 yard pass from Mike Busch,24,9
6,3.0,Redskins,Ted Wilson 64 yard pass from Ed Rubbert (Obed Ariri kick),31,9
7,3.0,Giants,George Benyola 20 yard field goal,31,12
8,4.0,Redskins,Tim Jessie 14 yard rush (Obed Ariri kick),38,12
