,Quarter,Tm,Detail,PIT,CLE
0,1.0,Browns,Don Cockroft 43 yard field goal,0,3
1,1.0,Steelers,Franco Harris 1 yard rush (Roy Gerela kick),7,3
2,2.0,Browns,Don Cockroft 28 yard field goal,7,6
3,2.0,Steelers,Roy Gerela 30 yard field goal,10,6
4,3.0,Browns,Cleo Miller 1 yard rush,10,12
5,3.0,Browns,Don Cockroft 50 yard field goal,10,15
6,4.0,Browns,Don Cockroft 40 yard field goal,10,18
7,4.0,Steelers,Mike Kruczek 22 yard rush,16,18
