,Quarter,Tm,Detail,SDG,DEN
0,2.0,Broncos,Arthur Marshall 34 yard pass from John Elway (Jason Elam kick),0,7
1,2.0,Broncos,Reggie Rivers 12 yard pass from John Elway (Jason Elam kick),0,14
2,2.0,Broncos,Jason Elam 20 yard field goal,0,17
3,3.0,Chargers,Derrick Walker 25 yard pass from Stan Humphries (John Carney kick),7,17
4,3.0,Chargers,Nate Lewis 24 yard pass from Stan Humphries (John Carney kick),14,17
5,3.0,Broncos,Rod Bernstine 1 yard rush (Jason Elam kick),14,24
6,4.0,Chargers,John Carney 30 yard field goal,17,24
7,4.0,Broncos,Jason Elam 54 yard field goal,17,27
8,4.0,Broncos,Robert Delpino 1 yard rush (Jason Elam kick),17,34
