,Quarter,Tm,Detail,NYG,PHI
0,2.0,Giants,Joe Morris 18 yard rush (Raul Allegre kick),7,0
1,2.0,Giants,Raul Allegre 22 yard field goal,10,0
2,3.0,Giants,Joe Morris 3 yard rush (Raul Allegre kick),17,0
3,4.0,Eagles,Mike Quick 75 yard pass from Randall Cunningham (Paul McFadden kick),17,7
4,4.0,Eagles,Randall Cunningham 1 yard rush (Paul McFadden kick),17,14
