,Quarter,Tm,Detail,CHI,GNB
0,2.0,Bears,John Aveni 46 yard field goal,3,0
1,4.0,Bears,John Aveni 42 yard field goal,6,0
2,4.0,Packers,Jim Taylor 5 yard rush (Paul Hornung kick),6,7
3,4.0,Packers,"Safety, Brown tackled in end zone by Hanner",6,9
