,Quarter,Tm,Detail,NYG,WAS
0,1.0,Redskins,Curt Knight 12 yard field goal,0,3
1,1.0,Giants,Ron Johnson 3 yard rush (Pete Gogolak kick),7,3
2,2.0,Giants,Bob Tucker 12 yard pass from Randy Johnson (Pete Gogolak kick),14,3
3,2.0,Giants,Ron Johnson 25 yard pass from Randy Johnson (Pete Gogolak kick),21,3
4,2.0,Redskins,Larry Brown 3 yard rush (Curt Knight kick),21,10
5,2.0,Redskins,Curt Knight 17 yard field goal,21,13
6,4.0,Giants,Pete Gogolak 22 yard field goal,24,13
7,4.0,Redskins,Larry Brown 6 yard rush (Curt Knight kick),24,20
8,4.0,Redskins,Larry Brown 16 yard pass from Sonny Jurgensen (Curt Knight kick),24,27
